name,band,ra,dec,herf_70,herf_100,herf_160,herf_250,herf_350,herf_500,wisevega_1,wisevega_2,wisevega_3,wisevega_4,2mvega_j,2mvega_h,2mvega_k,redshift
HPPSC070A_J130023.1+281227,blue,195.096489,28.207469,39.319,,,,,,15.615,15.329,11.279,7.964,,,,0.066019
HPPSC070A_J102002.9+453812,blue,155.012395,45.636632,40.182,61.353,77.782,41.5,,,14.189,14.045,11.061,8.307,16.098,15.427,15.028,0.063781
HPPSC070A_J143034.5+134122,blue,217.644021,13.689528,178.051,253.927,293.145,,,,13.339,13.075,9.27,6.948,14.987,14.356,13.875,0.084771
HPPSC070A_J082920.5+552834,blue,127.335513,55.47598,101.268,121.434,231.544,154.9,,,14.449,13.658,10.53,7.551,,,,0.63761
HPPSC070A_J135345.5+402020,blue,208.439744,40.338938,99.647,,169.26,68.5,,,10.929,10.996,9.276,7.788,12.919,12.222,12.071,0.007819
HPPSC070A_J033245.1-275440,blue,53.188241,-27.910978,12.996,26.177,50.601,34.8,,,15.663,15.316,11.571,9.078,,,,0.4584
HPPSC070A_J200846.8-610559,blue,302.195324,-61.099743,660.313,,,837.1,435.3,194.7,8.693,7.753,5.258,3.275,12.264,11.372,10.435,0.014884
HPPSC070A_J154917.1+253737,blue,237.321236,25.627014,19.564,,,,,,13.13,13.082,11.986,8.618,14.886,14.282,13.881,0.06986
HPPSC070A_J025042.5+544218,blue,42.677249,54.705096,1501.837,,1902.745,812.9,326.9,,10.65,10.233,6.693,4.528,13.354,12.068,11.784,0.015154
HPPSC070A_J160624.3+264951,blue,241.60153,26.830738,47.862,66.055,69.2,,,,14.746,14.517,10.531,8.9,16.479,16.096,15.171,0.046014
HPPSC070A_J094204.6+234108,blue,145.519537,23.685583,654.238,,557.916,245.5,,,10.964,10.18,6.604,3.863,13.328,12.587,12.06,0.021371
HPPSC070A_J104326.4+110524,blue,160.860243,11.09004,59.642,,,,,,12.597,11.757,8.806,6.23,15.789,15.288,14.424,0.047736
HPPSC070A_J190443.7-381459,blue,286.182394,-38.24963,114.431,,,107,,,12.805,12.743,9.936,8.013,14.922,14.197,13.878,0.059414
HPPSC070A_J053827.8-094850,blue,84.615975,-9.813885,164.089,,193.092,,,,14.689,14.178,10.29,7.489,16.478,16.152,15.167,0.22881
HPPSC070A_J125553.9+271518,blue,193.974889,27.254874,65.872,85.767,118.897,73.6,,,13.414,12.679,9.779,7.687,15.959,15.147,14.528,0.170952
HPPSC070A_J120057.9+064823,blue,180.241564,6.806439,540.11,,908.663,443.6,193.3,63,11.064,10.381,7.069,4.662,13.797,13.06,12.356,0.036045
HPPSC070A_J113901.6-374419,blue,174.756883,-37.738475,1776.807,1311.348,,,,,8.38,7.375,4.19,1.545,11.984,11.024,10.014,0.00973
HPPSC070A_J094307.7+465812,blue,145.782375,46.970118,7.181,14.901,,,,,16.32,16.355,11.966,8.555,,,,0.4099
HPPSC070A_J132346.0+610401,blue,200.941759,61.066902,83.09,76.535,80.859,,,,12.327,11.228,7.577,5.011,15.315,14.665,13.898,0.071411
HPPSC070A_J220831.6-275240,blue,332.131759,-27.877698,78.761,,,56.3,,,13.651,13.32,10.126,8.096,15.646,14.893,14.357,0.1587
HPPSC070A_J114812.2+525106,blue,177.051038,52.851717,8.533,20.083,,,,,12.269,12.259,11.123,8.764,14.279,13.274,13.311,0.05
HPPSC070A_J134913.9+351527,blue,207.308026,35.257434,4902.911,8880.45,12453.427,6094.6,2806.5,1065.7,10.36,10.005,6.031,4.001,13.549,12.104,11.55,0.016785
HPPSC070A_J122518.2+045530,blue,186.326004,4.924995,231.369,,171.113,,,,9.562,9.583,8.482,7.079,11.606,11.07,10.298,0.008536
HPPSC070A_J111604.9-761259,blue,169.020712,-76.216477,53380.971,,50030.545,19928.4,7925.9,2677.7,8.284,7.901,3.923,1.029,11.645,10.719,9.49,0.005604
HPPSC070A_J141701.4+433005,blue,214.256019,43.501477,146.614,83.359,67.021,,,,15.116,14.434,10.468,6.56,,,,0.002031
HPPSC070A_J094258.3+470103,blue,145.743277,47.017376,9.243,20.451,,,,,15.388,15.326,11.568,8.461,,,,0.3938
HPPSC070A_J213610.5-383243,blue,324.043896,-38.545212,3152.548,4575.63,6060.659,2430.6,1018.7,365.5,10.783,10.417,6.139,2.905,14.079,13.121,12.405,0.01895
HPPSC070A_J125726.0+272419,blue,194.358397,27.405153,80.675,,387.379,,,,13.171,12.955,9.436,7.504,15.503,14.835,14.327,0.127371
HPPSC070A_J193324.5+214919,blue,293.352181,21.821957,136.943,,522.852,,,,14.102,14.095,9.48,7.281,,,,0.038
HPPSC070A_J125807.0+264713,blue,194.52952,26.787059,81.486,113.855,145.196,59.9,,,13.601,13.477,9.851,8.347,15.089,14.53,14.196,0.0242
HPPSC070A_J125959.5+274756,blue,194.998153,27.798799,43.245,46.925,52.047,,,,15.449,15.145,11.088,8.159,,,,0.08323
HPPSC070A_J134618.8-032637,blue,206.578388,-3.443579,30.537,57.312,54.884,,,,14.176,14.134,10.93,9.134,16.26,15.737,15.302,0.092504
HPPSC070A_J234200.9-033654,blue,355.503855,-3.614875,4909.33,5912.394,5888.98,2291.1,,,10.629,10.181,5.778,3.027,13.734,12.697,12.035,0.023236
HPPSC070A_J074232.9+494835,blue,115.637109,49.809647,1149.235,,1199.919,544,274.1,130.9,9.183,8.101,5.09,2.642,12.548,11.657,10.68,0.022189
HPPSC070A_J164150.8-211657,blue,250.46166,-21.282453,286.37,,536.085,230.1,108.1,,12.926,12.731,8.906,6.303,14.99,15.053,13.477,0.017809
HPPSC070A_J133325.9-340053,blue,203.35829,-34.014774,623.646,,666.266,,,,9.582,8.271,5.204,3.082,13.92,12.941,11.914,0.012412
HPPSC070A_J140439.9+542316,blue,211.166267,54.387846,37.673,50.388,79.82,50.1,,,14.148,13.976,10.627,9.09,16.252,15.766,15.24,0.080166
HPPSC070A_J083859.0+361122,blue,129.745893,36.189434,108.782,218.97,418.972,278.1,128.6,48.9,12.71,12.56,9.294,7.647,15.217,14.466,14.082,0.055436
HPPSC070A_J124451.6-014536,blue,191.215316,-1.759981,34.931,46.822,57.789,,,,13.809,13.761,10.756,8.219,15.516,14.811,14.583,0.048186
HPPSC070A_J135326.6+401700,blue,208.361053,40.283215,506.675,,1249.778,643.4,297.3,120.6,8.738,8.75,7.798,6.607,10.986,10.398,10.047,0.007755
HPPSC070A_J000407.2-001543,blue,1.030287,-0.26201,91.237,,374.857,219.8,111.4,,12.942,12.831,9.69,7.631,14.881,14.168,13.628,0.076846
HPPSC070A_J055159.9+275432,blue,87.999789,27.90897,655.881,,1096.569,542.4,270.7,139.1,11.447,10.884,7.336,4.837,14.338,13.241,12.724,0.030047
HPPSC070A_J150407.5-024816,blue,226.031307,-2.804531,170.864,218.202,204.494,82.8,,,13.117,12.748,9.915,7.227,15.518,14.709,13.978,0.2153
HPPSC070A_J104449.0+381052,blue,161.204166,38.181181,575.663,,1488.787,,300.2,,10.996,10.549,7.581,5.534,13.519,12.766,12.164,0.025881
HPPSC070A_J121539.4+135405,blue,183.914245,13.901417,1850.167,2319.92,2695.694,1644.7,,,10.4,10.183,6.631,3.964,13.245,12.535,12.032,-0.00027
HPPSC070A_J071403.9+351644,blue,108.516393,35.279023,2427.621,,2186.087,807.9,,,9.499,8.6,5.324,3.024,12.444,11.566,10.878,0.015694
HPPSC070A_J125732.8+273638,blue,194.386996,27.610519,35.18,50.817,48.469,,,,10.899,10.976,10.327,8.442,12.703,11.998,11.818,0.020304
HPPSC070A_J130818.6-572730,blue,197.077859,-57.458466,10434.497,13172.831,9891.381,3553.3,,,10.753,10.41,6.406,3.727,13.469,12.494,12.083,0.021228
HPPSC070A_J134720.4-302051,blue,206.835194,-30.347496,135.926,172.768,205.33,120.8,,,15.019,14.444,9.708,6.786,,,,0.01451
HPPSC070A_J011835.5-001649,blue,19.648293,-0.280372,116.105,222.53,,141.3,60.7,,13.484,13.257,9.524,7.693,15.509,14.734,14.224,0.047356
HPPSC070A_J025040.4+414017,blue,42.668584,41.671513,1012.779,,1125.827,515.1,285.2,126.9,10.147,9.797,6.284,3.39,12.499,11.828,11.857,0.014467
HPPSC070A_J183820.3-652539,blue,279.584697,-65.427479,1775.817,,535.68,,,,9.691,8.121,4.367,1.518,13.015,12.118,11.51,0.013286
HPPSC070A_J031958.9+412847,blue,49.995716,41.479773,74.698,122.396,,36.5,,,11.201,11.257,10.061,8.25,13.35,12.419,12.308,0.0243
HPPSC070A_J223110.0-211045,blue,337.79196,-21.179045,326.665,,715.345,375.7,169.2,56.6,12.48,12.397,8.424,6.302,15.197,14.509,14.132,0.025651
HPPSC070A_J133531.8+134034,blue,203.882764,13.676236,283.179,478.867,,733.4,,273.3,11.522,11.511,8.443,5.791,13.55,12.967,12.679,0.022856
HPPSC070A_J082920.9+553108,blue,127.337113,55.51893,255.504,,879.746,486.5,248.4,,11.709,11.623,8.41,5.925,13.767,13.076,12.612,0.025941
HPPSC070A_J125828.9+274853,blue,194.620765,27.814723,99.753,145.085,208.538,112.1,,,14.065,13.77,9.837,7.801,16.163,15.647,15.002,0.084648
HPPSC070A_J102729.5+011448,blue,156.873032,1.246705,886.45,1309.879,1293.585,565.7,243.2,,11.759,11.549,7.518,5.56,14.485,13.704,13.019,0.022272
HPPSC070A_J123632.9+280348,blue,189.137422,28.063334,38.537,64.173,117.35,69.2,,,14.119,13.937,10.351,8.495,15.928,14.832,14.52,0.09273
HPPSC070A_J043259.8+272114,blue,68.24947,27.353983,3057.665,,2492.153,894.9,292.4,,11.666,11.161,6.552,3.425,14.849,13.85,13.364,0.030097
HPPSC070A_J125923.4+275442,blue,194.847667,27.91179,25.115,,,,,,11.11,11.203,10.406,8.589,13.005,12.595,12.202,0.022879
HPPSC070A_J111654.7+180305,blue,169.227984,18.051417,1226.398,,3285.603,1476.8,,,8.428,8.391,6.645,5.314,10.361,9.687,9.529,0.003142
HPPSC070A_J112817.6+023914,blue,172.073719,2.65389,1064.24,,2032.534,,,,11.576,11.352,7.05,4.943,14.504,13.697,13.205,0.022819
HPPSC070A_J123951.6+345831,blue,189.965179,34.975183,144.291,,380.817,246.8,122.5,,11.451,10.652,7.376,4.882,13.85,12.919,12.46,0.043059
HPPSC070A_J125939.8+270916,blue,194.916039,27.154446,22.72,47.868,66.448,50.3,,,14.505,14.28,10.971,8.763,,,,0.0772
HPPSC070A_J104905.0+522007,blue,162.270969,52.335311,151.923,111.626,121.166,,,,13.524,13.139,9.67,6.231,15.159,14.764,14.559,0.00797
HPPSC070A_J230443.5-084109,blue,346.181458,-8.685707,510.168,,581.33,282,,,9.124,8.253,6.036,3.789,13.14,12.303,11.509,0.04686
HPPSC070A_J154000.7-345157,blue,235.003158,-34.865935,2581.413,3686.277,4036.449,,,,10.926,10.549,6.493,4.473,14.584,13.469,12.754,0.016178
HPPSC070A_J042220.6-561358,blue,65.585892,-56.232683,153.826,,411.2,,,,12.739,12.614,9.097,7.183,15.174,14.393,13.741,0.044357
HPPSC070A_J125942.1+270903,blue,194.925475,27.150755,21.432,,,,,,16.645,16.111,12.181,8.674,,,,0.13532
HPPSC070A_J101454.2+003421,blue,153.726064,0.572443,25.413,52.906,78.763,,,,13.467,13.123,11.156,7.619,15.46,14.686,14.364,0.0863
HPPSC070A_J232527.9-382428,blue,351.366331,-38.407903,41.406,,,60.2,,,14.285,14.139,10.842,8.513,,,,0.035238
HPPSC070A_J102033.2+452720,blue,155.138485,45.455471,183.409,301.301,336.337,184.4,73.9,,13.342,13.059,9.241,7.504,15.394,14.543,14.036,0.067873
HPPSC070A_J205829.8-423633,blue,314.624464,-42.609122,93.353,84.883,,,,,12.928,11.9,8.977,6.601,16.431,15.436,14.406,0.232
HPPSC070A_J204249.2-324518,blue,310.705237,-32.754937,27.26,,,45.1,,,18.484,17.177,10.154,6.767,,,,3.963
HPPSC070A_J190526.0+422739,blue,286.358324,42.46091,154.491,,253.377,157,85.5,,11.577,10.88,7.722,5.068,13.941,13.098,12.409,0.027879
HPPSC070A_J045204.9-325926,blue,73.020667,-32.990448,9296.611,10209.854,6793.6,2836.9,,,10.536,10.096,5.615,2.329,13.001,12.167,11.598,0.018753
HPPSC070A_J094300.2+465853,blue,145.750893,46.981346,30.703,60.876,69.026,36.6,,,16.066,15.897,12.164,9.105,,,,0.4111
HPPSC070A_J132959.5+471556,blue,202.498026,47.265694,14510.707,14794.412,11164.885,3490.3,1243.4,,7.543,7.671,4.531,2.141,9.916,9.118,8.582,0.001551
HPPSC070A_J150845.9+373226,blue,227.191394,37.540657,35.679,81.365,99.798,,,,14.496,14.035,10.368,8.507,16.08,15.717,15.077,0.168752
HPPSC070A_J065834.7-560030,blue,104.644683,-56.008249,8.495,26.248,,,,,14.952,14.526,11.567,9.663,,,,0.4
HPPSC070A_J220201.9-315210,blue,330.508212,-31.869453,6063.581,,10346.831,4462,1935.6,709.2,8.469,7.631,5.193,3.067,12.506,11.514,10.45,0.008683
HPPSC070A_J131528.9+620825,blue,198.870749,62.140152,24.433,45.966,,,,,14.573,14.376,10.866,8.348,16.466,15.473,15.235,0.095006
HPPSC070A_J133003.2+465905,blue,202.513407,46.984784,66.031,132.696,211.905,,48.2,,13.964,13.651,9.794,7.795,16.168,15.183,14.815,0.132485
HPPSC070A_J081113.3+251225,blue,122.80566,25.207031,933.035,1296.493,1698.864,,,,11.514,11.42,7.444,4.683,13.659,12.971,12.719,0.013666
HPPSC070A_J125559.2+272612,blue,193.996742,27.436783,181.482,245.153,194.964,95.1,38.3,,14.759,14.182,10.248,7.844,17.264,15.921,15.246,0.11185
HPPSC070A_J130128.2+275107,blue,195.367523,27.851829,59.022,34.565,59.523,49.5,,,13.131,12.24,9.515,6.98,16.384,15.363,14.379,0.243214
HPPSC070A_J125913.7+270533,blue,194.807429,27.0926,119.721,184.25,195.074,77.6,,,13.973,13.63,9.516,7.283,15.865,15.114,14.739,0.084325
HPPSC070A_J125945.2+272401,blue,194.93872,27.400233,36.004,72.281,54.534,,,,15.577,15.088,11.503,8.726,,,,0.27662
HPPSC070A_J110153.1+001149,blue,165.471392,0.19707,61.276,,108.591,59.9,25.4,,14.612,14.154,10.678,8.089,16.593,15.998,14.983,0.151931
HPPSC070A_J130125.1+291852,blue,195.354639,29.314349,6844.188,,4976.856,1884.9,,,10.67,9.415,5.351,2.192,14.009,13.231,12.504,0.023169
HPPSC070A_J141759.5+250813,blue,214.497926,25.13706,1088.84,,1297.572,562.6,244.9,,9.172,8.366,5.563,3.018,11.777,10.872,10.135,0.017175
HPPSC070A_J115349.2+112830,blue,178.455006,11.474925,20.395,,,,,,12.049,10.925,8.285,6.086,14.876,14.199,13.082,0.176068
HPPSC070A_J132250.6-112220,blue,200.711084,-11.372335,322.474,,735.052,362.7,160,60.8,11.561,11.529,8.451,6.349,14.097,13.461,13.11,0.023016
HPPSC070A_J181633.8+220640,blue,274.141088,22.110973,1703.14,2587.254,2829.519,,,,10.738,10.544,7.026,4.647,13.395,12.376,11.817,0.017856
HPPSC070A_J122306.7+103716,blue,185.77812,10.62112,28.086,62.092,72.661,39.8,,,11.077,11.155,10.215,8.525,13.799,13.085,12.641,0.025714
HPPSC070A_J162827.9+325047,blue,247.116408,32.846285,117.297,,357.775,,,,11.334,11.403,9.562,7.95,13.655,12.866,12.638,0.034847
HPPSC070A_J115335.0+580718,blue,178.395998,58.121578,71.691,106.852,141.704,78.7,,,14.533,14.276,10.185,7.855,16.682,16.11,14.974,0.06371
HPPSC070A_J125651.4+271104,blue,194.214453,27.184343,67.143,125.317,153.002,99,,,14.947,14.264,10.337,8.911,17.158,16.438,15.243,0.2489
HPPSC070A_J130048.8+280930,blue,195.203404,28.15821,54.034,129.445,,,155.2,,11.492,11.585,9.884,8.033,13.355,12.793,12.632,0.01961
HPPSC070A_J234143.6-033926,blue,355.431811,-3.657337,266.296,370.83,377.261,,,,13,12.833,8.985,6.554,15.395,14.566,14.365,0.022049
HPPSC070A_J024457.6+622807,blue,41.240003,62.468571,551.574,,356.931,173.1,147.2,,8.778,7.628,4.845,2.669,12.788,11.501,10.181,0.044
HPPSC070A_J112830.9+583341,blue,172.129048,58.561448,26648.898,,,,,,7.753,6.257,2.663,-0.477,11.994,11.09,10.607,0.009967
HPPSC070A_J121327.3+145731,blue,183.36404,14.958528,157.318,220.848,255.628,119.6,40.5,,13.675,13.29,9.27,7.464,15.742,14.879,14.509,0.11486
HPPSC070A_J101821.0+411912,blue,154.587639,41.319998,142.7,156.099,124.16,44.6,,,14.568,13.956,9.656,6.872,16.006,15.691,14.93,0.153503
HPPSC070A_J130207.8+274931,blue,195.532503,27.8252,59.159,90.845,98.3,62.6,,,14.748,14.163,10.246,7.85,16.472,16.015,15.16,0.200031
HPPSC070A_J095622.9+692015,blue,149.095565,69.33757,33.228,,,,,,,,,,,,,0.038583
HPPSC070A_J185440.5-785354,blue,283.669029,-78.898249,121.41,,,380,,,11.073,10.651,7.61,5.172,13.265,12.359,11.836,0.02916
HPPSC070A_J095649.4+685751,blue,149.206059,68.964298,27.282,,,,,,14.492,14.251,11.488,8.593,16.242,15.488,15.151,0.00417
HPPSC070A_J125628.6+271729,blue,194.119194,27.291509,120.135,226.046,514.254,284.5,153.3,62.8,13.366,13.215,9.108,6.907,15.507,14.384,14.869,0.025101
HPPSC070A_J033639.1-205407,blue,54.163203,-20.902031,7168.969,5646.324,3117.723,962.9,336,121.5,10.38,8.395,4.698,1.78,13.511,12.708,12.254,0.005977
HPPSC070A_J103249.3+530618,blue,158.205666,53.105034,36.511,70.996,105.928,,,,14.147,14.035,10.74,8.86,15.875,15.309,14.805,0.06373
HPPSC070A_J100420.1+051301,blue,151.083917,5.216867,45.634,37.369,35.686,,,,11.328,10.303,7.816,5.797,15.056,14.191,13.105,0.161076
HPPSC070A_J025223.5-083037,blue,43.097952,-8.510408,338.782,,533.648,,,,10.597,9.659,7.157,4.685,13.286,12.407,11.788,0.016752
HPPSC070A_J231600.7+253323,blue,349.002901,25.556441,10252.756,10772.651,7621.119,3002.6,1166.4,368.7,10.48,9.209,5.349,2.063,12.935,12.002,11.451,0.027422
HPPSC070A_J171814.3+641736,blue,259.559875,64.293227,394.138,,277.128,,,,13.561,13.114,9.009,6.109,15.584,14.793,14.016,0.103459
HPPSC070A_J102343.1+521940,blue,155.929604,52.327858,95.758,,155.459,107.1,,,14.534,13.921,9.625,7.778,16.671,15.805,14.996,0.172663
HPPSC070A_J005135.1+292405,blue,12.896529,29.401311,759.392,,1089.074,547,288.5,143.3,10.748,10.294,7.284,4.786,13.145,12.455,11.945,0.035955
HPPSC070A_J120114.3-034041,blue,180.309689,-3.678193,142.364,,278.733,,,,11.537,10.941,7.924,5.869,13.906,13.194,12.607,0.01956
HPPSC070A_J060526.5+192729,blue,91.360474,19.458102,672.227,,1686.486,,,,12.278,11.981,7.71,5.574,16.479,15.235,14.425,0.019267
HPPSC070A_J173739.0-595627,blue,264.412759,-59.940701,251.412,,,453.7,,,10.018,9.347,6.713,4.522,12.928,11.954,11.546,0.017018
HPPSC070A_J121659.9-261236,blue,184.249857,-26.210089,3074.518,4480.491,4239.43,,,,11.571,11.111,6.611,4.196,14.25,13.402,12.743,0.039434
HPPSC070A_J142935.2-002836,blue,217.396766,-0.476726,343.284,798.776,1113.176,842.3,464,,14.396,13.55,9.399,7.685,,,,1.027
HPPSC070A_J121347.3+132529,blue,183.447233,13.424713,1121.359,1217.769,1032.397,826.1,,,11.271,11.157,7.422,4.378,13.92,12.982,12.813,0.007055
HPPSC070A_J091825.9+161820,blue,139.60816,16.305588,338.317,,311.093,126.4,,,9.35,8.22,5.122,3.039,12.712,11.729,10.701,0.029234
HPPSC070A_J112046.6+002814,blue,170.194149,0.470648,392.449,349.88,232.669,85.2,49.4,,11.695,11.651,8.49,5.443,13.404,12.801,12.386,0.02414
HPPSC070A_J105151.5-005118,blue,162.964628,-0.85509,247.235,231.044,161.381,76,,,11.226,10.109,7.236,4.729,14.691,13.901,12.847,0.3599
HPPSC070A_J130151.8+275119,blue,195.466177,27.855171,20.339,48.689,46.538,,,,15.922,15.064,11.333,8.458,,,,0.25685
HPPSC070A_J150401.1+102617,blue,226.004573,10.438171,452.038,342.801,175.111,,,,10.187,9.162,5.738,3.188,13.036,12.258,11.472,0.036422
HPPSC070A_J140458.1+534128,blue,211.242128,53.691141,71.703,89.763,90.111,,,,15.374,14.761,11.071,8.262,,,,0.000867
HPPSC070A_J193222.3-040000,blue,293.09299,-4.000109,8813.831,9031.645,5706.505,2198.2,826,267.5,12.04,11.279,6.845,3.457,14.952,13.88,13.06,0.085796
HPPSC070A_J120443.4+311037,blue,181.18086,31.177056,1245.917,,2436.892,1080.9,513.4,198.6,10.454,9.766,6.191,3.585,13.067,12.419,11.735,0.024997
HPPSC070A_J113240.2+525702,blue,173.167848,52.950453,380.754,,203.41,,,,10.32,9.461,6.37,4.012,12.871,12.245,11.459,0.026415
HPPSC070A_J110141.7+000925,blue,165.423915,0.156877,9.792,,54.907,,,,15.19,14.834,11.417,8.302,,,,0.1984
HPPSC070A_J150644.1+035145,blue,226.683738,3.862441,65.496,,,51.5,,,,,,,14.474,13.745,13.424,0.037273
HPPSC070A_J022805.0+004632,blue,37.021113,0.775598,5.704,,,,,,17.189,17.154,12.242,8.471,,,,0.804009
HPPSC070A_J120359.5+095236,blue,180.998189,9.876716,24.806,,91.449,,,,14.891,14.545,11.055,8.779,,,,0.143123
HPPSC070A_J131500.4+420043,blue,198.751799,42.011884,27.369,49.637,,,,,14.96,14.77,10.925,8.654,,,,0.07783
HPPSC070A_J125825.2+264840,blue,194.605028,26.810975,32.789,,,,,,15.391,15.017,10.966,8.621,17.079,16.289,15.951,0.133
HPPSC070A_J065734.4+462410,blue,104.393417,46.402895,7756.012,8351.392,7642.662,,,,10.686,10.212,5.499,2.4,13.829,13.068,12.884,0.021351
HPPSC070A_J000237.5-002227,blue,0.656635,-0.374196,57.56,,199.853,126,,,13.507,13.309,10.049,7.878,15.306,14.519,14.066,0.100949
HPPSC070A_J234204.6-033450,blue,355.519363,-3.580623,336.458,510.172,602.283,,,,12.648,12.495,8.51,6.269,15.155,14.482,13.352,0.022868
HPPSC070A_J124330.1-021548,blue,190.875501,-2.263268,80.941,,140.287,,,,14.167,13.875,10.29,8.658,16.166,15.361,14.711,0.119611
HPPSC070A_J125050.2+411131,blue,192.709335,41.191867,72.983,141.864,187.031,90.7,,,13.623,13.351,9.986,7.95,15.562,14.818,14.329,0.086253
HPPSC070A_J111748.4-005317,blue,169.451677,-0.888099,24.131,,,,,,14.623,14.299,11.588,8.874,,,,0.142982
HPPSC070A_J135129.4-181345,blue,207.872542,-18.229245,40.757,,,,,,10.581,9.896,7.828,5.973,13.426,12.678,12.02,0.012218
HPPSC070A_J082551.1+411711,blue,126.4629,41.286525,42.418,54.866,44.307,,,,15.384,14.957,11.206,8.12,17.018,16.563,15.536,0.156148
HPPSC070A_J080523.5+281813,blue,121.348175,28.303626,308.218,391.998,357.647,,,,,,,,,,,0.1286
HPPSC070A_J154918.4+253916,blue,237.326837,25.654364,22.376,,69.139,39.7,,,12.571,12.498,11.021,9.652,14.392,13.717,13.419,0.06715
HPPSC070A_J140121.2+541906,blue,210.33858,54.318231,59.508,89.201,108.634,,,,14.537,14.176,10.081,8.126,16.671,15.931,15.454,0.139431
HPPSC070A_J103331.6+440422,blue,158.381793,44.072765,214.137,366.691,,,,,12.545,12.381,9.184,6.837,14.829,14.073,13.769,0.051937
HPPSC070A_J165141.7+414007,blue,252.923767,41.668655,411.213,546.015,600.994,,,,12.255,12.23,8.172,5.576,14.656,14.019,13.59,0.042686
HPPSC070A_J145438.7+420124,blue,223.661619,42.023243,294.109,394.517,487.961,,,,,,,,16.536,14.848,14.584,0.00832
HPPSC070A_J114930.7+222253,blue,177.378285,22.381408,31.589,62.492,94.994,75,35.2,,15.474,15.07,11.027,8.377,,,,1.449
HPPSC070A_J083859.7+361318,blue,129.748917,36.221662,17.837,,,,,,12.119,12.094,11.207,8.36,13.89,13.276,12.923,0.055816
HPPSC070A_J105143.6+510120,blue,162.931947,51.022353,49.722,90.281,133.246,,,,10.748,10.826,9.945,8.684,12.937,12.155,11.86,0.024927
HPPSC070A_J103250.2+530821,blue,158.209494,53.139214,51.513,89.845,136.329,,,,12.469,12.424,10.781,8.221,14.188,13.391,13.048,0.06373
HPPSC070A_J125657.7+270027,blue,194.240419,27.007474,58.19,111.58,165.244,105.8,,,14.672,14.091,10.304,8.388,16.977,16.226,15.415,0.22
HPPSC070A_J005439.8+155447,blue,13.666013,15.912927,36.605,49.826,75.341,,,,14.894,14.084,10.526,7.937,,,,0.236361
HPPSC070A_J155021.9+482713,blue,237.591469,48.453602,33.942,,99.969,,,,14.081,14.736,12.32,9.48,,,,0.033098
HPPSC070A_J033240.9-275505,blue,53.170523,-27.918145,3.363,5.896,14.031,,,,16.812,16.114,12.392,9.051,,,,0.978
HPPSC070A_J144519.8+095641,blue,221.332535,9.94463,30.546,,,,,,16.463,16.06,12.55,9.251,,,,0.273
HPPSC070A_J042359.6+363452,blue,65.998325,36.580998,162.52,,279.392,116.5,,,10.989,11.01,9.846,7.856,13.234,12.225,11.743,0.01925
HPPSC070A_J033231.6-274945,blue,53.131733,-27.829264,4.335,11.037,21.539,,,,16.129,15.606,12.451,9.1,,,,0.2149
HPPSC070A_J033237.3-275128,blue,53.155762,-27.857774,4.842,11.608,,,,,16.217,15.748,12.559,9.451,,,,0.67
HPPSC070A_J070922.6-133245,blue,107.344176,-13.545755,544.471,,1281.614,,290.3,,12.27,12.003,8.041,5.878,15.313,14.224,13.505,0.034561
HPPSC070A_J124401.8-014147,blue,191.007545,-1.696402,69.469,,,,,,14.259,13.863,9.841,8.147,16.53,15.998,14.554,0.116744
HPPSC070A_J141206.5-003952,blue,213.02709,-0.664418,59.421,90.272,125.719,51.1,,,14.58,13.922,10.426,8.26,16.506,15.717,15.203,0.2611
HPPSC070A_J164731.0-292122,blue,251.879508,-29.356016,11607.102,12783.307,9106.56,3848,1586.6,,11.638,11.219,6.937,3.788,14.332,13.47,12.964,0.020881
HPPSC070A_J115756.0+552712,blue,179.483623,55.453453,353.674,335.741,409.944,,,,8.249,8.187,6.343,4.365,10.277,9.602,9.344,0.003496
HPPSC070A_J210411.0-433535,blue,316.045987,-43.592985,8208.406,10372.547,9460.706,3752.2,1012.1,,10.132,9.695,5.257,2.786,12.802,12.797,11.312,0.017361
HPPSC070A_J030349.2-010614,blue,45.955385,-1.103819,679.017,,463.608,,,,9.695,8.388,5.413,3.008,12.853,12.189,11.126,0.013596
HPPSC070A_J033233.6-273929,blue,53.140295,-27.658193,5.702,,,,,,17.838,17.202,12.674,9.016,,,,0.9756
HPPSC070A_J013723.1+155130,blue,24.346518,15.858418,135.877,234.014,327.457,206.9,108.4,,13.231,13.107,9.468,7.774,15.259,14.636,14.326,0.027836
HPPSC070A_J032241.8-371027,blue,50.67423,-37.174145,57.965,115.177,162.595,68.7,,,13.867,13.868,10.104,8.507,16.446,15.947,14.899,0.006274
HPPSC070A_J120309.5+443153,blue,180.789958,44.531285,3051.507,3474.1,3021.66,,,,8.871,7.966,4.576,2.162,11.645,10.81,10.018,0.002336
HPPSC070A_J122143.9+043111,blue,185.432973,4.519679,13.179,,,,,,15.403,14.949,11.681,8.955,,,,0.297563
HPPSC070A_J124143.2+323005,blue,190.430323,32.501287,21.777,43.137,56.019,,,,14.099,13.903,10.945,8.741,15.841,15.084,14.5,0.099844
HPPSC070A_J134519.2+414244,blue,206.330022,41.712304,678.864,,,,,,9.436,9.11,6.785,4.815,12.014,11.457,10.934,0.008583
